position_global,page_num,page_pos,competitor_listing_id,district,address,area_m2,price_rub,our_best_price_rub,price_alert,price_diff_rub,price_diff_pct,price_scope,pro_mark,pro_note,competitor_link,our_best_link,result,matched_count,reason
64,1,64,45732,,"Ленинградская обл, Бугры п, Шекспира ул, 7",120.3,36 090 000,17 500 000,У нас дешевле на 18 590 000 (51.5%),-18 590 000,-51.5%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-1203-m2-1"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/19150"",""ссылка"")","По адресу есть, но площадь другая",2,"Архив rent 67 м² 150 000 =HYPERLINK(""https://app.worldcafe.ru/object/19150"",""ссылка"") | Архив sale 67 м² 17 500 000 =HYPERLINK(""https://app.worldcafe.ru/object/19150"",""ссылка"")"
65,1,65,45569,,"Ленинградская обл, Дружная Горка гп, Садовая ул, 5",1700,15 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-ucastka-pod-magazin-17-sotok"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
66,1,66,45143,,"Ленинградская обл, Лупполово д, -, -",1600,28 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-proekta-magazina-na-svoem-zu-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
67,1,67,44737,,"Санкт-Петербург г, Лиговский пр-кт, 240литераАБ",100,280 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/uglovoe-pomeshhenie-naprotiv-skoly-i-detsada-859m2-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
68,1,68,44651,,"Санкт-Петербург г, Гривцова пер, 13/11",41,31 500 000,190 000,У нас дешевле на 31 310 000 (99.4%),-31 310 000,-99.4%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-s-arendatorom-zdravsiti"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/19976"",""ссылка"")","У нас аренда, у конкурента продажа",2,"Архив rent 41 м² 190 000 =HYPERLINK(""https://app.worldcafe.ru/object/19976"",""ссылка"") | Без сделки no_deal 41 м² =HYPERLINK(""https://app.worldcafe.ru/object/19974"",""ссылка"")"
69,1,69,44653,,"Санкт-Петербург г, 7-я В.О. линия, 30",189.3,98 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-torgovogo-pomeshheniia-vblizi-metro"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
70,1,70,44559,,"Санкт-Петербург г, Седова ул, 47 А",6858,270 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-osz-6858m2-2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
71,1,71,44545,,"Ленинградская обл, Лупполово д, -, -",1600,28 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-proekta-magazina-na-svoem-zu"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
72,1,72,44539,,"Санкт-Петербург г, Петергофское ш, 17к1",79.5,19 900 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-iandeks-market-pocta-rocsii"",""ссылка"")",,Совпало,1,"Без сделки no_deal 79.5 м² =HYPERLINK(""https://app.worldcafe.ru/object/17358"",""ссылка"")"
73,1,73,44537,,"Санкт-Петербург г, Северный пр-кт, 107",48.8,13 700 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-remontom"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
74,1,74,44534,,"Парголово п, Николая Рубцова ул, 9",118.9,53 500 000,129 000,У нас дешевле на 53 371 000 (99.8%),-53 371 000,-99.8%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-s-setevym-arendatorom-grafit"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/20121"",""ссылка"")","По адресу есть, но площадь другая",2,"Архив rent 74 м² 148 200 =HYPERLINK(""https://app.worldcafe.ru/object/9085"",""ссылка"") | На сайте rent 29 м² 129 000 =HYPERLINK(""https://app.worldcafe.ru/object/20121"",""ссылка"")"
75,1,75,44542,,"Парголово п, Николая Рубцова ул, 9",123,55 000 000,129 000,У нас дешевле на 54 871 000 (99.8%),-54 871 000,-99.8%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-s-setevym-arendatorom-vinlab-2"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/20121"",""ссылка"")","По адресу есть, но площадь другая",2,"Архив rent 74 м² 148 200 =HYPERLINK(""https://app.worldcafe.ru/object/9085"",""ссылка"") | На сайте rent 29 м² 129 000 =HYPERLINK(""https://app.worldcafe.ru/object/20121"",""ссылка"")"
76,1,76,44507,,"Санкт-Петербург г, Морской Пехоты ул, 26к2",72.5,36 500 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-c-setevoi-pekarnei-s-nds"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
77,1,77,44508,,"Санкт-Петербург г, Науки пр-кт, 36",134.5,26 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-2-x-etazei-na-pr-nauki-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
78,1,78,44509,,"Санкт-Петербург г, Петровская коса, 1к1 Р",466,128 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-ofisnogo-bloka-466-m2petrovskii-ostrov"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
79,1,79,44510,,"Санкт-Петербург г, Просвещения пр-кт, 53к1 литера Д",418,93 000 000,280 000,У нас дешевле на 92 720 000 (99.7%),-92 720 000,-99.7%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-torgovogo-pomeshheniia-s-nds-1"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/12748"",""ссылка"")","По адресу есть, но площадь другая",2,"Архив rent 243.9 м² 390 000 =HYPERLINK(""https://app.worldcafe.ru/object/18075"",""ссылка"") | Архив rent 140 м² 280 000 =HYPERLINK(""https://app.worldcafe.ru/object/12748"",""ссылка"")"
80,1,80,44511,,"Санкт-Петербург г, Ленинский пр-кт, 72к1",185,88 900 000,85 000 000,У нас дешевле на 3 900 000 (4.4%),-3 900 000,-4.4%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-uglovogo-pomeshheniia-s-dvumia-arendatorami"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/19436"",""ссылка"")",Совпало,2,"На сайте sale 185 м² 85 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/19436"",""ссылка"") | Без сделки no_deal 185.5 м² =HYPERLINK(""https://app.worldcafe.ru/object/17919"",""ссылка"")"
81,1,81,44512,,"Ленинградская обл, Кудрово г, Центральная ул, 11",2200,35 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zu-pod-medcentr-22-sotki"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
82,1,82,44513,,"Санкт-Петербург г, Кожевенная линия, 42",330,99 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-pod-restoran-v-novom-otele-330m2-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
83,1,83,44398,,"Санкт-Петербург г, Вознесенский пр-кт, 49",141.7,13 800 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-v-centre-goroda-3"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
84,1,84,43078,,"Ленинградская обл, Токсово гп, Ленинградское ш, -",3000,300 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-2-x-skladskix-zdanii-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
85,1,85,43079,,"Новгородская обл, автодорога Москва-Санкт-Петербург тер, 423-й км, -",1499,250 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-sto-na-ucastke-11-ga-i-5-ga-s-nds"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
86,1,86,41900,,"Ленинградская обл, деревня Заостровье, улица Труда, 14",400,63 500 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-gab-s-magnitomzu-555-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
87,1,87,41870,,"Санкт-Петербург г, Коломенская ул, 46",110.6,32 000 000,0,У нас дешевле на 32 000 000 (100.0%),-32 000 000,-100.0%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-ugol-doma-1106m"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/19341"",""ссылка"")",Совпало,1,"Архив sale 110.7 м² 0 =HYPERLINK(""https://app.worldcafe.ru/object/19341"",""ссылка"")"
88,1,88,41860,,"Санкт-Петербург г, Плесецкая ул, 4стр1",108.6,30 600 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-gab-v-elitnom-zk-ariosto-1086m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
89,1,89,41864,,"Санкт-Петербург г, Осипенко ул, 2",203,78 950 000,78 950 000,Цена равна,0,0.0%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-aptekoi-203-m2-1"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/12901"",""ссылка"")",Совпало,1,"Архив sale 202 м² 78 950 000 =HYPERLINK(""https://app.worldcafe.ru/object/12901"",""ссылка"")"
90,1,90,41659,,"Ленинградская обл, Выборг г, Ленина пр-кт, 10",478,65 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/investproekt-pod-apartamenty-v-centre-vyborga-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
91,1,91,41760,,"Ленинградская обл, Тосно г, Серова ул, 31",564,53 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-osz-s-arendatorom-magnit"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
92,1,92,41646,,"Санкт-Петербург г, Русановская ул, 22",1361.8,425 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-gab-1361-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
93,1,93,41499,,"Санкт-Петербург г, Большая Зеленина ул, 24",251.5,115 000 000,283 000,У нас дешевле на 114 717 000 (99.8%),-114 717 000,-99.8%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/funkcionalnyi-ofis-v-biznes-centre-grani-1"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/13840"",""ссылка"")","По адресу есть, но площадь другая",2,"Архив rent 332.4 м² 498 600 =HYPERLINK(""https://app.worldcafe.ru/object/12864"",""ссылка"") | Архив rent 88.4 м² 283 000 =HYPERLINK(""https://app.worldcafe.ru/object/13840"",""ссылка"")"
94,1,94,41401,,"Ленинградская обл, Янино-1 гп, Голландская ул, 9",97.9,28 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-dver-v-dver-s-piaterockoi-979m2-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
95,1,95,41241,,"Ленинградская обл, Всеволожск г, Операторов ул, -",20000,60 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zemelnogo-ucastka-2-ga-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
96,1,96,41242,,"Ленинградская обл, Всеволожск г, Операторов ул, -",976,60 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-sklada-s-zu-2-ga-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
97,1,97,41210,,"Санкт-Петербург г, Народного Ополчения пр-кт, 9",1302,19 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zu-pod-stroitelstvo-magazina"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
98,1,98,41183,,"Ленинградская обл, Фёдоровское гп, Инженерная ул, 2",740,36 500 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-sklad-740-m2-zu-22-sotki-s-arendatorom"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
99,1,99,41184,,"Ленинградская обл, Производственная зона-1 тер, Политехническая ул, 13",1132,48 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-teplogo-skladskogo-pomeshheniia"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
100,1,100,41185,,"Санкт-Петербург г, Новочеркасский пр-кт, 29/10 А",540,42 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-540-m2-na-1-linii-2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
101,1,101,41186,,"Санкт-Петербург г, Революции ш, 69 А",210,31 500 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-210-m2-s-arendatorom"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
102,1,102,41187,,"Санкт-Петербург г, Старо-Петергофский пр-кт, 41 А",175,30 000 000,121 770,У нас дешевле на 29 878 230 (99.6%),-29 878 230,-99.6%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-200-m2-s-arendatorom"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/13710"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив rent 110.7 м² 121 770 =HYPERLINK(""https://app.worldcafe.ru/object/13710"",""ссылка"")"
